id,client,method,path,frontend_source,consumer_import_evidence,enablement,go_router_source,java_controller_source,status,status_basis,auth_tenant,request_encoding,required_types,arrays,dates_timezone,pagination,money,null_missing_zero,enums_ids,http_business_code,side_effects,tests,acceptance
T01-163,admin,GET,/admin-api/trade/delivery/pick-up-store/page,src/api/mall/trade/delivery/pickUpStore/index.ts:29,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:68,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/delivery/DeliveryPickUpStoreController.java:97,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<DeliveryPickUpStoreRespVO>> getDeliveryPickUpStorePage(@Valid DeliveryPickUpStorePageReqVO pageVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-164,admin,GET,/admin-api/trade/delivery/pick-up-store/get,src/api/mall/trade/delivery/pickUpStore/index.ts:37,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:67,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/delivery/DeliveryPickUpStoreController.java:65,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<DeliveryPickUpStoreRespVO> getDeliveryPickUpStore(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-165,admin,GET,/admin-api/trade/delivery/pick-up-store/simple-list,src/api/mall/trade/delivery/pickUpStore/index.ts:44,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:69,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/delivery/DeliveryPickUpStoreController.java:80,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<List<DeliveryPickUpStoreSimpleRespVO>> getSimpleDeliveryPickUpStoreList(); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-166,admin,POST,/admin-api/trade/delivery/pick-up-store/create,src/api/mall/trade/delivery/pickUpStore/index.ts:50,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:64,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/delivery/DeliveryPickUpStoreController.java:41,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Long> createDeliveryPickUpStore(@Valid @RequestBody DeliveryPickUpStoreCreateReqVO createReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-167,admin,PUT,/admin-api/trade/delivery/pick-up-store/update,src/api/mall/trade/delivery/pickUpStore/index.ts:55,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:65,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/delivery/DeliveryPickUpStoreController.java:48,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateDeliveryPickUpStore(@Valid @RequestBody DeliveryPickUpStoreUpdateReqVO updateReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-168,admin,DELETE,/admin-api/trade/delivery/pick-up-store/delete,src/api/mall/trade/delivery/pickUpStore/index.ts:60,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:66,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/delivery/DeliveryPickUpStoreController.java:56,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<Boolean> deleteDeliveryPickUpStore(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-169,admin,POST,/admin-api/trade/delivery/pick-up-store/bind,src/api/mall/trade/delivery/pickUpStore/index.ts:65,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:70,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/delivery/DeliveryPickUpStoreController.java:105,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> bindDeliveryPickUpStore(@Valid @RequestBody DeliveryPickUpBindReqVO bindReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-170,admin,GET,/admin-api/trade/order/page,src/api/mall/trade/order/index.ts:125,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:19,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:52,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<TradeOrderPageItemRespVO>> getOrderPage(TradeOrderPageReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-171,admin,GET,/admin-api/trade/order/summary,src/api/mall/trade/order/index.ts:130,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:21,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:73,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<TradeOrderSummaryRespVO> getOrderSummary(TradeOrderPageReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-172,admin,GET,/admin-api/trade/order/get-detail,src/api/mall/trade/order/index.ts:135,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:20,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:80,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<TradeOrderDetailRespVO> getOrderDetail(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-173,admin,GET,/admin-api/trade/order/get-express-track-list,src/api/mall/trade/order/index.ts:141,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:22,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:101,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<List<?>> getOrderExpressTrackList(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-174,admin,PUT,/admin-api/trade/order/delivery,src/api/mall/trade/order/index.ts:153,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:24,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:110,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> deliveryOrder(@RequestBody TradeOrderDeliveryReqVO deliveryReqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-175,admin,PUT,/admin-api/trade/order/update-remark,src/api/mall/trade/order/index.ts:158,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:25,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:118,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateOrderRemark(@RequestBody TradeOrderRemarkReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-176,admin,PUT,/admin-api/trade/order/update-price,src/api/mall/trade/order/index.ts:163,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:26,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:126,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateOrderPrice(@RequestBody TradeOrderUpdatePriceReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-177,admin,PUT,/admin-api/trade/order/update-address,src/api/mall/trade/order/index.ts:168,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:27,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:134,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java @RequestBody JSON,public CommonResult<Boolean> updateOrderAddress(@RequestBody TradeOrderUpdateAddressReqVO reqVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-178,admin,PUT,/admin-api/trade/order/pick-up-by-id,src/api/mall/trade/order/index.ts:173,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:28,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:142,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<Boolean> pickUpOrderById(@RequestParam(""id"") Long id); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-179,admin,PUT,/admin-api/trade/order/pick-up-by-verify-code,src/api/mall/trade/order/index.ts:179,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:29,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:151,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<Boolean> pickUpOrderByVerifyCode(@RequestParam(""pickUpVerifyCode"") String pickUpVerifyCode); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-180,admin,GET,/admin-api/trade/order/get-by-pick-up-verify-code,src/api/mall/trade/order/index.ts:187,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/trade.go:23,yudao-module-mall/yudao-module-trade/src/main/java/cn/iocoder/yudao/module/trade/controller/admin/order/TradeOrderController.java:160,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<TradeOrderDetailRespVO> getByPickUpVerifyCode(@RequestParam(""pickUpVerifyCode"") String pickUpVerifyCode); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-181,admin,GET,/admin-api/member/address/list,src/api/member/address/index.ts:14,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,NOT_FOUND,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/admin/address/AddressController.java:32,未实现,No matching registration in pinned internal/api/router; not proof service code absent,Go group middleware: ; inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,"public CommonResult<List<AddressRespVO>> getAddressList(@RequestParam(""userId"") Long userId); VO annotations: fields.json (inheritance unresolved)",Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
T01-182,admin,GET,/admin-api/member/user/page,src/api/member/user/index.ts:43,UNRESOLVED (API wrapper exists; enabled page not proven),candidate first-phase; runtime menus/config unverified,internal/api/router/member.go:87,yudao-module-member/src/main/java/cn/iocoder/yudao/module/member/controller/admin/user/MemberUserController.java:98,部分对齐,Route registered only; DTO/binding/auth/behavior NOT accepted,Go group middleware: middleware.Auth(); inline middleware: see registration; global tenant middleware NOT acceptance; wire-contract.md,Java query/model binding; see signature,public CommonResult<PageResult<MemberUserRespVO>> getUserPage(@Valid MemberUserPageReqVO pageVO); VO annotations: fields.json (inheritance unresolved),Endpoint-specific; settlement indexed dotted keys; other serializers require wire capture,Java LocalDateTime epoch ms uses JVM system zone; Go AppTradeOrder uses JsonDateTime ms while admin TradeOrderBase uses time.Time; field-by-field review pending,For page: pageNo/pageSize -> data.list/data.total; defaults/empty list pending runtime,Integer fen where annotated 分 in VO; never infer every numeric field is money,Distinct; per-endpoint verification pending; see edge cases,Preserve Java/Go declarations; safe-integer boundary pending wire decision,CommonResult code/msg/data; Go helpers HTTP 200 incl business error; middleware/Java failures pending,Controller method_source records service calls; transactions/auth/payment side effects NOT tested,tests/test_inventory.py provenance for all rows; tests/frontend-contracts.cjs SELECTED cases only; see wire-contract.md,待处理: Batch D HTTP/DB/page E2E not run
